doid	disease	symbol
DOID:17	musculoskeletal_system_disease	RUNX2
DOID:17	musculoskeletal_system_disease	IHH
DOID:17	musculoskeletal_system_disease	SPEG
DOID:17	musculoskeletal_system_disease	IFT43
DOID:17	musculoskeletal_system_disease	DMD
DOID:17	musculoskeletal_system_disease	HSPG2
DOID:17	musculoskeletal_system_disease	MED25
DOID:17	musculoskeletal_system_disease	RXYLT1
DOID:17	musculoskeletal_system_disease	NDRG1
DOID:17	musculoskeletal_system_disease	SKI
DOID:17	musculoskeletal_system_disease	EGR2
DOID:17	musculoskeletal_system_disease	RRM2B
DOID:17	musculoskeletal_system_disease	SURF1
DOID:17	musculoskeletal_system_disease	CHEK2
DOID:17	musculoskeletal_system_disease	CTLA4
DOID:17	musculoskeletal_system_disease	LARGE1
DOID:17	musculoskeletal_system_disease	PAX7
DOID:17	musculoskeletal_system_disease	PAX3
DOID:17	musculoskeletal_system_disease	ASPSCR1
DOID:17	musculoskeletal_system_disease	TP53
DOID:17	musculoskeletal_system_disease	B4GAT1
DOID:17	musculoskeletal_system_disease	TOP3A
DOID:17	musculoskeletal_system_disease	FGF23
DOID:17	musculoskeletal_system_disease	BAG3
DOID:17	musculoskeletal_system_disease	PMP2
DOID:17	musculoskeletal_system_disease	TBX6
DOID:17	musculoskeletal_system_disease	TBX4
DOID:17	musculoskeletal_system_disease	MEOX1
DOID:17	musculoskeletal_system_disease	TMEM38B
DOID:17	musculoskeletal_system_disease	SNX10
DOID:17	musculoskeletal_system_disease	CHRNB1
DOID:17	musculoskeletal_system_disease	FHL1
DOID:17	musculoskeletal_system_disease	LFNG
DOID:17	musculoskeletal_system_disease	WDR19
DOID:17	musculoskeletal_system_disease	COMP
DOID:17	musculoskeletal_system_disease	PLEKHM1
DOID:17	musculoskeletal_system_disease	TCAP
DOID:17	musculoskeletal_system_disease	AGRN
DOID:17	musculoskeletal_system_disease	LRP4
DOID:17	musculoskeletal_system_disease	LRP5
DOID:17	musculoskeletal_system_disease	IL10
DOID:17	musculoskeletal_system_disease	WNT1
DOID:17	musculoskeletal_system_disease	PRX
DOID:17	musculoskeletal_system_disease	IL6
DOID:17	musculoskeletal_system_disease	COL13A1
DOID:17	musculoskeletal_system_disease	COL1A2
DOID:17	musculoskeletal_system_disease	AGPAT2
DOID:17	musculoskeletal_system_disease	COL1A1
DOID:17	musculoskeletal_system_disease	SLC35D1
DOID:17	musculoskeletal_system_disease	HARS1
DOID:17	musculoskeletal_system_disease	PPIB
DOID:17	musculoskeletal_system_disease	STIM1
DOID:17	musculoskeletal_system_disease	FOXO1
DOID:17	musculoskeletal_system_disease	GNE
DOID:17	musculoskeletal_system_disease	MICU1
DOID:17	musculoskeletal_system_disease	PTPN22
DOID:17	musculoskeletal_system_disease	TCIRG1
DOID:17	musculoskeletal_system_disease	DNA2
DOID:17	musculoskeletal_system_disease	IFITM5
DOID:17	musculoskeletal_system_disease	GDF3
DOID:17	musculoskeletal_system_disease	NEFL
DOID:17	musculoskeletal_system_disease	NEFH
DOID:17	musculoskeletal_system_disease	GDF5
DOID:17	musculoskeletal_system_disease	ECEL1
DOID:17	musculoskeletal_system_disease	STAC3
DOID:17	musculoskeletal_system_disease	HSPB1
DOID:17	musculoskeletal_system_disease	PIEZO2
DOID:17	musculoskeletal_system_disease	HSPB8
DOID:17	musculoskeletal_system_disease	PCNT
DOID:17	musculoskeletal_system_disease	SQSTM1
DOID:17	musculoskeletal_system_disease	LDB3
DOID:17	musculoskeletal_system_disease	PDK3
DOID:17	musculoskeletal_system_disease	ABCC9
DOID:17	musculoskeletal_system_disease	COL6A1
DOID:17	musculoskeletal_system_disease	COL6A3
DOID:17	musculoskeletal_system_disease	COL6A2
DOID:17	musculoskeletal_system_disease	CCN6
DOID:17	musculoskeletal_system_disease	SSX2
DOID:17	musculoskeletal_system_disease	SSX1
DOID:17	musculoskeletal_system_disease	EVC2
DOID:17	musculoskeletal_system_disease	SCN5A
DOID:17	musculoskeletal_system_disease	PLIN1
DOID:17	musculoskeletal_system_disease	RYR1
DOID:17	musculoskeletal_system_disease	SLC34A3
DOID:17	musculoskeletal_system_disease	CAPN3
DOID:17	musculoskeletal_system_disease	MTM1
DOID:17	musculoskeletal_system_disease	P4HB
DOID:17	musculoskeletal_system_disease	HK1
DOID:17	musculoskeletal_system_disease	ENPP1
DOID:17	musculoskeletal_system_disease	IGHMBP2
DOID:17	musculoskeletal_system_disease	BMP2
DOID:17	musculoskeletal_system_disease	BMP1
DOID:17	musculoskeletal_system_disease	MEGF10
DOID:17	musculoskeletal_system_disease	VDR
DOID:17	musculoskeletal_system_disease	TRIM32
DOID:17	musculoskeletal_system_disease	DES
DOID:17	musculoskeletal_system_disease	PDGFB
DOID:17	musculoskeletal_system_disease	DNM2
DOID:17	musculoskeletal_system_disease	AMER1
DOID:17	musculoskeletal_system_disease	DLX5
DOID:17	musculoskeletal_system_disease	RAB7A
DOID:17	musculoskeletal_system_disease	SGCB
DOID:17	musculoskeletal_system_disease	SLC26A2
DOID:17	musculoskeletal_system_disease	PLEC
DOID:17	musculoskeletal_system_disease	DAG1
DOID:17	musculoskeletal_system_disease	FGF9
DOID:17	musculoskeletal_system_disease	BSCL2
DOID:17	musculoskeletal_system_disease	VCP
DOID:17	musculoskeletal_system_disease	PMP22
DOID:17	musculoskeletal_system_disease	SLC25A46
DOID:17	musculoskeletal_system_disease	POMGNT1
DOID:17	musculoskeletal_system_disease	POMGNT2
DOID:17	musculoskeletal_system_disease	HOXD13
DOID:17	musculoskeletal_system_disease	HOXD10
DOID:17	musculoskeletal_system_disease	KLHL41
DOID:17	musculoskeletal_system_disease	KLHL40
DOID:17	musculoskeletal_system_disease	POMT1
DOID:17	musculoskeletal_system_disease	POMT2
DOID:17	musculoskeletal_system_disease	MPZ
DOID:17	musculoskeletal_system_disease	PADI4
DOID:17	musculoskeletal_system_disease	NCF2
DOID:17	musculoskeletal_system_disease	NCF1
DOID:17	musculoskeletal_system_disease	SOST
DOID:17	musculoskeletal_system_disease	SMCHD1
DOID:17	musculoskeletal_system_disease	NCF4
DOID:17	musculoskeletal_system_disease	ACAN
DOID:17	musculoskeletal_system_disease	NEB
DOID:17	musculoskeletal_system_disease	LMBR1
DOID:17	musculoskeletal_system_disease	TNPO3
DOID:17	musculoskeletal_system_disease	FZD2
DOID:17	musculoskeletal_system_disease	SGCG
DOID:17	musculoskeletal_system_disease	SGCD
DOID:17	musculoskeletal_system_disease	MARS1
DOID:17	musculoskeletal_system_disease	SGCA
DOID:17	musculoskeletal_system_disease	ABCC6
DOID:17	musculoskeletal_system_disease	COL9A2
DOID:17	musculoskeletal_system_disease	COL9A3
DOID:17	musculoskeletal_system_disease	COL9A1
DOID:17	musculoskeletal_system_disease	SERPINF1
DOID:17	musculoskeletal_system_disease	CHRNA1
DOID:17	musculoskeletal_system_disease	SYNE1
DOID:17	musculoskeletal_system_disease	SYNE2
DOID:17	musculoskeletal_system_disease	TP63
DOID:17	musculoskeletal_system_disease	POMK
DOID:17	musculoskeletal_system_disease	B3GALNT2
DOID:17	musculoskeletal_system_disease	DGUOK
DOID:17	musculoskeletal_system_disease	PTH1R
DOID:17	musculoskeletal_system_disease	ACVR1
DOID:17	musculoskeletal_system_disease	CRYAB
DOID:17	musculoskeletal_system_disease	RAPSN
DOID:17	musculoskeletal_system_disease	PAPSS2
DOID:17	musculoskeletal_system_disease	PRPS1
DOID:17	musculoskeletal_system_disease	GLI3
DOID:17	musculoskeletal_system_disease	DNASE1
DOID:17	musculoskeletal_system_disease	DOK7
DOID:17	musculoskeletal_system_disease	MSX2
DOID:17	musculoskeletal_system_disease	PABPN1
DOID:17	musculoskeletal_system_disease	CFL2
DOID:17	musculoskeletal_system_disease	GPC6
DOID:17	musculoskeletal_system_disease	SERPINH1
DOID:17	musculoskeletal_system_disease	RNU4ATAC
DOID:17	musculoskeletal_system_disease	PLEKHG5
DOID:17	musculoskeletal_system_disease	CREB3L1
DOID:17	musculoskeletal_system_disease	MTMR14
DOID:170	endocrine_gland_cancer	SMAD4
DOID:170	endocrine_gland_cancer	HRAS
DOID:170	endocrine_gland_cancer	STK11
DOID:170	endocrine_gland_cancer	SRGAP1
DOID:170	endocrine_gland_cancer	PRKN
DOID:170	endocrine_gland_cancer	RET
DOID:170	endocrine_gland_cancer	PDGFRL
DOID:170	endocrine_gland_cancer	CTNNB1
DOID:170	endocrine_gland_cancer	AKT1
DOID:170	endocrine_gland_cancer	NKX2-1
DOID:170	endocrine_gland_cancer	IGF2R
DOID:170	endocrine_gland_cancer	AXIN1
DOID:170	endocrine_gland_cancer	CDC73
DOID:170	endocrine_gland_cancer	PIK3CA
DOID:170	endocrine_gland_cancer	NRAS
DOID:170	endocrine_gland_cancer	FGFR3
DOID:170	endocrine_gland_cancer	NDUFA13
DOID:170	endocrine_gland_cancer	CDH1
DOID:170	endocrine_gland_cancer	OPCML
DOID:170	endocrine_gland_cancer	BCL10
DOID:170	endocrine_gland_cancer	KRAS
DOID:170	endocrine_gland_cancer	TP53
DOID:170	endocrine_gland_cancer	CASP8
DOID:170	endocrine_gland_cancer	KIT
DOID:170	endocrine_gland_cancer	MET
DOID:170	endocrine_gland_cancer	APC
DOID:170	endocrine_gland_cancer	MINPP1
DOID:178	vascular_disease	ACTA2
DOID:178	vascular_disease	MYH11
DOID:178	vascular_disease	ADD1
DOID:178	vascular_disease	STOX1
DOID:178	vascular_disease	SMAD6
DOID:178	vascular_disease	MYLK
DOID:178	vascular_disease	CTNNB1
DOID:178	vascular_disease	KHDC3L
DOID:178	vascular_disease	ALOX5AP
DOID:178	vascular_disease	ECE1
DOID:178	vascular_disease	PDCD10
DOID:178	vascular_disease	AGT
DOID:178	vascular_disease	CYP3A5
DOID:178	vascular_disease	FZD4
DOID:178	vascular_disease	TREX1
DOID:178	vascular_disease	CCM2
DOID:178	vascular_disease	GUCY1A1
DOID:178	vascular_disease	RGS5
DOID:178	vascular_disease	PRKG1
DOID:178	vascular_disease	FOXF1
DOID:178	vascular_disease	JAK2
DOID:178	vascular_disease	ENPP1
DOID:178	vascular_disease	TSPAN12
DOID:178	vascular_disease	PRKCH
DOID:178	vascular_disease	NOS2
DOID:178	vascular_disease	NOS3
DOID:178	vascular_disease	ELN
DOID:178	vascular_disease	ADA2
DOID:178	vascular_disease	PTGIS
DOID:178	vascular_disease	FBN1
DOID:178	vascular_disease	TEK
DOID:178	vascular_disease	GNB3
DOID:178	vascular_disease	COL4A1
DOID:178	vascular_disease	KRIT1
DOID:178	vascular_disease	NDP
DOID:178	vascular_disease	ATP1B1
DOID:178	vascular_disease	FGFR2
DOID:178	vascular_disease	AGTR1
DOID:178	vascular_disease	GNAQ
DOID:178	vascular_disease	F2
DOID:178	vascular_disease	LRP6
DOID:178	vascular_disease	F5
DOID:178	vascular_disease	CX3CR1
DOID:178	vascular_disease	LRP5
DOID:178	vascular_disease	NOTCH1
DOID:178	vascular_disease	MEF2A
DOID:178	vascular_disease	BMPR2
DOID:178	vascular_disease	ZNF408
DOID:178	vascular_disease	ABCC6
DOID:178	vascular_disease	RNF213
DOID:18	urinary_system_disease	ITGA8
DOID:18	urinary_system_disease	OCRL
DOID:18	urinary_system_disease	GANAB
DOID:18	urinary_system_disease	SLC3A1
DOID:18	urinary_system_disease	AVPR2
DOID:18	urinary_system_disease	NUP133
DOID:18	urinary_system_disease	PIGA
DOID:18	urinary_system_disease	DSTYK
DOID:18	urinary_system_disease	MAGI2
DOID:18	urinary_system_disease	MYO1E
DOID:18	urinary_system_disease	NPHS1
DOID:18	urinary_system_disease	PIGT
DOID:18	urinary_system_disease	NUP85
DOID:18	urinary_system_disease	SLC49A4
DOID:18	urinary_system_disease	VHL
DOID:18	urinary_system_disease	SLC5A2
DOID:18	urinary_system_disease	BSND
DOID:18	urinary_system_disease	PLCE1
DOID:18	urinary_system_disease	CLCNKA
DOID:18	urinary_system_disease	PKHD1
DOID:18	urinary_system_disease	CLCNKB
DOID:18	urinary_system_disease	INF2
DOID:18	urinary_system_disease	OGG1
DOID:18	urinary_system_disease	COQ8B
DOID:18	urinary_system_disease	SCNN1G
DOID:18	urinary_system_disease	SGPL1
DOID:18	urinary_system_disease	LAMB2
DOID:18	urinary_system_disease	SLC9A3R1
DOID:18	urinary_system_disease	SLC7A9
DOID:18	urinary_system_disease	TNXB
DOID:18	urinary_system_disease	PKD1
DOID:18	urinary_system_disease	RB1
DOID:18	urinary_system_disease	SOX17
DOID:18	urinary_system_disease	HNF1B
DOID:18	urinary_system_disease	HNF1A
DOID:18	urinary_system_disease	SLC12A1
DOID:18	urinary_system_disease	SCNN1B
DOID:18	urinary_system_disease	SLC12A3
DOID:18	urinary_system_disease	ARHGDIA
DOID:18	urinary_system_disease	TBX18
DOID:18	urinary_system_disease	KANK2
DOID:18	urinary_system_disease	HRAS
DOID:18	urinary_system_disease	DGKE
DOID:18	urinary_system_disease	WT1
DOID:18	urinary_system_disease	BRCA2
DOID:18	urinary_system_disease	AQP2
DOID:18	urinary_system_disease	TFE3
DOID:18	urinary_system_disease	FLCN
DOID:18	urinary_system_disease	NUP107
DOID:18	urinary_system_disease	NUP160
DOID:18	urinary_system_disease	UMOD
DOID:18	urinary_system_disease	NUP93
DOID:18	urinary_system_disease	KCNJ1
DOID:18	urinary_system_disease	ANLN
DOID:18	urinary_system_disease	CRB2
DOID:18	urinary_system_disease	FAN1
DOID:18	urinary_system_disease	SLC26A1
DOID:18	urinary_system_disease	COL4A4
DOID:18	urinary_system_disease	COL4A3
DOID:18	urinary_system_disease	CLCN5
DOID:18	urinary_system_disease	PAX2
DOID:18	urinary_system_disease	RNF139
DOID:18	urinary_system_disease	EHHADH
DOID:18	urinary_system_disease	FGFR3
DOID:18	urinary_system_disease	KRAS
DOID:18	urinary_system_disease	NR3C2
DOID:18	urinary_system_disease	SLC34A1
DOID:18	urinary_system_disease	REN
DOID:18	urinary_system_disease	ACTN4
DOID:18	urinary_system_disease	PRCC
DOID:18	urinary_system_disease	PKD2
DOID:18	urinary_system_disease	MAGED2
DOID:18	urinary_system_disease	ROBO2
DOID:18	urinary_system_disease	DZIP1L
DOID:18	urinary_system_disease	ATP6V0A4
DOID:18	urinary_system_disease	MET
DOID:18	urinary_system_disease	GPC3
DOID:18	urinary_system_disease	EMP2
DOID:18	urinary_system_disease	TRPC6
DOID:18	urinary_system_disease	PTPRO
DOID:18	urinary_system_disease	NPHS2
DOID:18	urinary_system_disease	HTR1A
DOID:18	urinary_system_disease	NUP205
DOID:18	urinary_system_disease	SCNN1A
DOID:1826	epilepsy	FRRS1L
DOID:1826	epilepsy	SLC25A12
DOID:1826	epilepsy	NHLRC1
DOID:1826	epilepsy	ALG13
DOID:1826	epilepsy	CERS1
DOID:1826	epilepsy	CACNA1A
DOID:1826	epilepsy	RORB
DOID:1826	epilepsy	NTRK2
DOID:1826	epilepsy	SLC12A5
DOID:1826	epilepsy	CNPY3
DOID:1826	epilepsy	RELN
DOID:1826	epilepsy	KCNT2
DOID:1826	epilepsy	PNKP
DOID:1826	epilepsy	CLCN2
DOID:1826	epilepsy	SLC25A22
DOID:1826	epilepsy	CILK1
DOID:1826	epilepsy	HCN1
DOID:1826	epilepsy	SCARB2
DOID:1826	epilepsy	SLC2A1
DOID:1826	epilepsy	GABRB2
DOID:1826	epilepsy	SCN3A
DOID:1826	epilepsy	SPTAN1
DOID:1826	epilepsy	DOCK7
DOID:1826	epilepsy	DNM1
DOID:1826	epilepsy	GABBR2
DOID:1826	epilepsy	CHD2
DOID:1826	epilepsy	KCNA2
DOID:1826	epilepsy	CPA6
DOID:1826	epilepsy	TBC1D24
DOID:1826	epilepsy	PLCB1
DOID:1826	epilepsy	EPM2A
DOID:1826	epilepsy	KCNQ2
DOID:1826	epilepsy	KCNQ3
DOID:1826	epilepsy	UBA5
DOID:1826	epilepsy	DENND5A
DOID:1826	epilepsy	EFHC1
DOID:1826	epilepsy	LMNB2
DOID:1826	epilepsy	ARHGEF9
DOID:1826	epilepsy	GOSR2
DOID:1826	epilepsy	GABRD
DOID:1826	epilepsy	PCDH19
DOID:1826	epilepsy	PRDM8
DOID:1826	epilepsy	STX1B
DOID:1826	epilepsy	STXBP1
DOID:1826	epilepsy	KCTD7
DOID:1826	epilepsy	GABRA1
DOID:1826	epilepsy	ARV1
DOID:1826	epilepsy	SIK1
DOID:1826	epilepsy	GUF1
DOID:1826	epilepsy	CDKL5
DOID:1826	epilepsy	CHRNB2
DOID:1826	epilepsy	HNRNPU
DOID:1826	epilepsy	CACNB4
DOID:1826	epilepsy	CASR
DOID:1826	epilepsy	GNAO1
DOID:1826	epilepsy	FGF12
DOID:1826	epilepsy	SZT2
DOID:1826	epilepsy	CSTB
DOID:1826	epilepsy	SLC13A5
DOID:1826	epilepsy	CHRNA4
DOID:1826	epilepsy	CHRNA2
DOID:1826	epilepsy	ADAM22
DOID:1826	epilepsy	GABRB1
DOID:1826	epilepsy	KCNB1
DOID:1826	epilepsy	GABRB3
DOID:1826	epilepsy	PRRT2
DOID:1826	epilepsy	WWOX
DOID:1826	epilepsy	MDH2
DOID:1826	epilepsy	NECAP1
DOID:1826	epilepsy	KCNC1
DOID:1826	epilepsy	CYFIP2
DOID:1826	epilepsy	EEF1A2
DOID:1826	epilepsy	SCN9A
DOID:1826	epilepsy	LGI1
DOID:1826	epilepsy	CAD
DOID:1826	epilepsy	PRICKLE1
DOID:1826	epilepsy	AP3B2
DOID:1826	epilepsy	SCN2A
DOID:1826	epilepsy	GAL
DOID:1826	epilepsy	SYNJ1
DOID:1826	epilepsy	AARS1
DOID:1826	epilepsy	YWHAG
DOID:1826	epilepsy	ST3GAL3
DOID:1826	epilepsy	SCN8A
DOID:1826	epilepsy	PIGP
DOID:1826	epilepsy	CPLX1
DOID:1826	epilepsy	PACS2
DOID:1826	epilepsy	KCNT1
DOID:1826	epilepsy	ARX
DOID:1826	epilepsy	GRIN2B
DOID:1826	epilepsy	ITPA
DOID:1826	epilepsy	GRIN2A
DOID:1826	epilepsy	SCN1B
DOID:1826	epilepsy	GRIN2D
DOID:1826	epilepsy	SCN1A
DOID:1826	epilepsy	PPP3CA
DOID:1826	epilepsy	SLC1A2
DOID:1924	hypogonadism	TAC3
DOID:1924	hypogonadism	ZFPM2
DOID:1924	hypogonadism	GNRHR
DOID:1924	hypogonadism	BMP15
DOID:1924	hypogonadism	SPRY4
DOID:1924	hypogonadism	AKR1C4
DOID:1924	hypogonadism	CBX2
DOID:1924	hypogonadism	AKR1C2
DOID:1924	hypogonadism	FEZF1
DOID:1924	hypogonadism	CHD7
DOID:1924	hypogonadism	FSHB
DOID:1924	hypogonadism	NR0B1
DOID:1924	hypogonadism	MAP3K1
DOID:1924	hypogonadism	SOHLH1
DOID:1924	hypogonadism	NSMF
DOID:1924	hypogonadism	PROKR2
DOID:1924	hypogonadism	ANOS1
DOID:1924	hypogonadism	DHH
DOID:1924	hypogonadism	FSHR
DOID:1924	hypogonadism	DUSP6
DOID:1924	hypogonadism	FGF17
DOID:1924	hypogonadism	KISS1R
DOID:1924	hypogonadism	KISS1
DOID:1924	hypogonadism	LHB
DOID:1924	hypogonadism	NUP107
DOID:1924	hypogonadism	PSMC3IP
DOID:1924	hypogonadism	NR5A1
DOID:1924	hypogonadism	FLRT3
DOID:1924	hypogonadism	AR
DOID:1924	hypogonadism	FGF8
DOID:1924	hypogonadism	SRY
DOID:1924	hypogonadism	TACR3
DOID:1924	hypogonadism	MCM9
DOID:1924	hypogonadism	FGFR1
DOID:1924	hypogonadism	SEMA3A
DOID:1924	hypogonadism	ESR2
DOID:1924	hypogonadism	PROK2
DOID:1924	hypogonadism	MRPS22
DOID:1924	hypogonadism	WDR11
DOID:1924	hypogonadism	HS6ST1
DOID:1924	hypogonadism	GNRH1
DOID:1924	hypogonadism	IL17RD
DOID:1927	sphingolipidosis	SUMF1
DOID:1927	sphingolipidosis	ARSA
DOID:1927	sphingolipidosis	GBA
DOID:1927	sphingolipidosis	HEXA
DOID:1927	sphingolipidosis	GLA
DOID:1927	sphingolipidosis	GM2A
DOID:1927	sphingolipidosis	PSAP
DOID:1927	sphingolipidosis	GLB1
DOID:1927	sphingolipidosis	NPC2
DOID:1927	sphingolipidosis	NPC1
DOID:1927	sphingolipidosis	APOE
DOID:1927	sphingolipidosis	SMPD1
DOID:1927	sphingolipidosis	GALC
DOID:1927	sphingolipidosis	HEXB
DOID:193	reproductive_organ_cancer	MLH3
DOID:193	reproductive_organ_cancer	STK11
DOID:193	reproductive_organ_cancer	PRKN
DOID:193	reproductive_organ_cancer	ZFHX3
DOID:193	reproductive_organ_cancer	CTNNB1
DOID:193	reproductive_organ_cancer	AKT1
DOID:193	reproductive_organ_cancer	NLRP7
DOID:193	reproductive_organ_cancer	MAD1L1
DOID:193	reproductive_organ_cancer	PIK3CA
DOID:193	reproductive_organ_cancer	MSH3
DOID:193	reproductive_organ_cancer	BCL10
DOID:193	reproductive_organ_cancer	KLF6
DOID:193	reproductive_organ_cancer	MSMB
DOID:193	reproductive_organ_cancer	CDH1
DOID:193	reproductive_organ_cancer	OPCML
DOID:193	reproductive_organ_cancer	CHEK2
DOID:193	reproductive_organ_cancer	RNASEL
DOID:193	reproductive_organ_cancer	BRCA2
DOID:193	reproductive_organ_cancer	EHBP1
DOID:193	reproductive_organ_cancer	AR
DOID:193	reproductive_organ_cancer	MSH6
DOID:193	reproductive_organ_cancer	FGFR3
DOID:193	reproductive_organ_cancer	HOXB13
DOID:193	reproductive_organ_cancer	MXI1
DOID:193	reproductive_organ_cancer	KIT
DOID:193	reproductive_organ_cancer	PTEN
DOID:1934	dysostosis	RECQL4
DOID:1934	dysostosis	SF3B4
DOID:1934	dysostosis	EVC
DOID:1934	dysostosis	BMPR1B
DOID:1934	dysostosis	POLR1A
DOID:1934	dysostosis	MEGF8
DOID:1934	dysostosis	TBX6
DOID:1934	dysostosis	GDF5
DOID:1934	dysostosis	TBX4
DOID:1934	dysostosis	FBLN1
DOID:1934	dysostosis	SKI
DOID:1934	dysostosis	MESP2
DOID:1934	dysostosis	LMBR1
DOID:1934	dysostosis	TWIST1
DOID:1934	dysostosis	PTHLH
DOID:1934	dysostosis	EVC2
DOID:1934	dysostosis	FGFR3
DOID:1934	dysostosis	GLI3
DOID:1934	dysostosis	ZSWIM6
DOID:1934	dysostosis	MSX2
DOID:1934	dysostosis	LFNG
DOID:1934	dysostosis	DLL3
DOID:1934	dysostosis	PRKAR1A
DOID:1934	dysostosis	FGF9
DOID:1934	dysostosis	FGFR2
DOID:1934	dysostosis	ROR2
DOID:1934	dysostosis	FGFR1
DOID:1934	dysostosis	GJA1
DOID:1934	dysostosis	RAB23
DOID:1934	dysostosis	BMP2
DOID:1934	dysostosis	LRP4
DOID:1934	dysostosis	NOG
DOID:1934	dysostosis	HOXD13
DOID:1934	dysostosis	ERF
DOID:1934	dysostosis	IHH
DOID:1934	dysostosis	TCF12
DOID:1934	dysostosis	PDE4D
DOID:1934	dysostosis	HES7
DOID:1935	bardet_biedl_syndrome	TMEM67
DOID:1935	bardet_biedl_syndrome	BBS9
DOID:1935	bardet_biedl_syndrome	BBS2
DOID:1935	bardet_biedl_syndrome	SDCCAG8
DOID:1935	bardet_biedl_syndrome	IFT27
DOID:1935	bardet_biedl_syndrome	BBS1
DOID:1935	bardet_biedl_syndrome	BBIP1
DOID:1935	bardet_biedl_syndrome	BBS4
DOID:1935	bardet_biedl_syndrome	BBS5
DOID:1935	bardet_biedl_syndrome	TTC8
DOID:1935	bardet_biedl_syndrome	CEP290
DOID:1935	bardet_biedl_syndrome	ARL6
DOID:1935	bardet_biedl_syndrome	MKS1
DOID:1935	bardet_biedl_syndrome	BBS10
DOID:1935	bardet_biedl_syndrome	BBS12
DOID:1935	bardet_biedl_syndrome	BBS7
DOID:1935	bardet_biedl_syndrome	CCDC28B
DOID:1935	bardet_biedl_syndrome	TRIM32
DOID:1935	bardet_biedl_syndrome	LZTFL1
DOID:1935	bardet_biedl_syndrome	MKKS
DOID:1935	bardet_biedl_syndrome	WDPCP
DOID:2007	degeneration_of_macula_and_posterior_pole	RAX2
DOID:2007	degeneration_of_macula_and_posterior_pole	CFHR1
DOID:2007	degeneration_of_macula_and_posterior_pole	CX3CR1
DOID:2007	degeneration_of_macula_and_posterior_pole	CFH
DOID:2007	degeneration_of_macula_and_posterior_pole	CFI
DOID:2007	degeneration_of_macula_and_posterior_pole	EFEMP1
DOID:2007	degeneration_of_macula_and_posterior_pole	CFB
DOID:2007	degeneration_of_macula_and_posterior_pole	CNGB3
DOID:2007	degeneration_of_macula_and_posterior_pole	C9
DOID:2007	degeneration_of_macula_and_posterior_pole	ARMS2
DOID:2007	degeneration_of_macula_and_posterior_pole	ABCA4
DOID:2007	degeneration_of_macula_and_posterior_pole	ERCC6
DOID:2007	degeneration_of_macula_and_posterior_pole	ELOVL4
DOID:2007	degeneration_of_macula_and_posterior_pole	APOE
DOID:2007	degeneration_of_macula_and_posterior_pole	PROM1
DOID:2007	degeneration_of_macula_and_posterior_pole	C2
DOID:2007	degeneration_of_macula_and_posterior_pole	C3
DOID:2007	degeneration_of_macula_and_posterior_pole	CST3
DOID:2007	degeneration_of_macula_and_posterior_pole	HMCN1
DOID:2007	degeneration_of_macula_and_posterior_pole	HTRA1
DOID:2007	degeneration_of_macula_and_posterior_pole	CFHR3
DOID:2115	b_cell_deficiency	DOCK8
DOID:2115	b_cell_deficiency	IL6ST
DOID:2115	b_cell_deficiency	IL21
DOID:2115	b_cell_deficiency	CD79B
DOID:2115	b_cell_deficiency	MS4A1
DOID:2115	b_cell_deficiency	STAT3
DOID:2115	b_cell_deficiency	CD81
DOID:2115	b_cell_deficiency	IGHM
DOID:2115	b_cell_deficiency	ZNF341
DOID:2115	b_cell_deficiency	PIK3R1
DOID:2115	b_cell_deficiency	NFKB2
DOID:2115	b_cell_deficiency	CD79A
DOID:2115	b_cell_deficiency	BLNK
DOID:2115	b_cell_deficiency	ICOS
DOID:2115	b_cell_deficiency	LRRC8A
DOID:2115	b_cell_deficiency	CD40
DOID:2115	b_cell_deficiency	UNG
DOID:2115	b_cell_deficiency	TNFRSF13B
DOID:2115	b_cell_deficiency	TNFRSF13C
DOID:2115	b_cell_deficiency	CR2
DOID:2115	b_cell_deficiency	LRBA
DOID:2115	b_cell_deficiency	IGLL1
DOID:2115	b_cell_deficiency	AICDA
DOID:2115	b_cell_deficiency	BTK
DOID:2115	b_cell_deficiency	CD19
DOID:2214	inherited_blood_coagulation_disease	RASGRP2
DOID:2214	inherited_blood_coagulation_disease	ANO6
DOID:2214	inherited_blood_coagulation_disease	CD36
DOID:2214	inherited_blood_coagulation_disease	F13A1
DOID:2214	inherited_blood_coagulation_disease	GFI1B
DOID:2214	inherited_blood_coagulation_disease	SERPINC1
DOID:2214	inherited_blood_coagulation_disease	ITGA2B
DOID:2214	inherited_blood_coagulation_disease	GP1BA
DOID:2214	inherited_blood_coagulation_disease	P2RY12
DOID:2214	inherited_blood_coagulation_disease	GP1BB
DOID:2214	inherited_blood_coagulation_disease	F13B
DOID:2214	inherited_blood_coagulation_disease	GP9
DOID:2214	inherited_blood_coagulation_disease	ITGA2
DOID:2214	inherited_blood_coagulation_disease	GP6
DOID:2214	inherited_blood_coagulation_disease	FGG
DOID:2214	inherited_blood_coagulation_disease	FGA
DOID:2214	inherited_blood_coagulation_disease	FGB
DOID:2214	inherited_blood_coagulation_disease	ITGB3
DOID:2214	inherited_blood_coagulation_disease	TBXAS1
DOID:2214	inherited_blood_coagulation_disease	SLFN14
DOID:2214	inherited_blood_coagulation_disease	PLAU
DOID:2214	inherited_blood_coagulation_disease	ACTN1
DOID:2214	inherited_blood_coagulation_disease	F5
DOID:2214	inherited_blood_coagulation_disease	F9
