doid	disease	symbol
DOID:0050686	organ_system_cancer	NPM1
DOID:0050686	organ_system_cancer	BCL10
DOID:0050686	organ_system_cancer	HOXB13
DOID:0050686	organ_system_cancer	AXIN1
DOID:0050686	organ_system_cancer	PRCC
DOID:0050686	organ_system_cancer	MXI1
DOID:0050686	organ_system_cancer	CALR
DOID:0050686	organ_system_cancer	MCC
DOID:0050686	organ_system_cancer	CASP8
DOID:0050686	organ_system_cancer	EWSR1
DOID:0050686	organ_system_cancer	MAD1L1
DOID:0050686	organ_system_cancer	BRAF
DOID:0050686	organ_system_cancer	WT1
DOID:0050686	organ_system_cancer	PTCH2
DOID:0050686	organ_system_cancer	SDHC
DOID:0050686	organ_system_cancer	SDHB
DOID:0050686	organ_system_cancer	PTPRJ
DOID:0050686	organ_system_cancer	PICALM
DOID:0050686	organ_system_cancer	SH2B3
DOID:0050687	cell_type_cancer	FLCN
DOID:0050687	cell_type_cancer	SMAD4
DOID:0050687	cell_type_cancer	HRAS
DOID:0050687	cell_type_cancer	STK11
DOID:0050687	cell_type_cancer	SRGAP1
DOID:0050687	cell_type_cancer	RET
DOID:0050687	cell_type_cancer	PDGFRL
DOID:0050687	cell_type_cancer	CTNNB1
DOID:0050687	cell_type_cancer	TNFRSF10B
DOID:0050687	cell_type_cancer	NKX2-1
DOID:0050687	cell_type_cancer	OGG1
DOID:0050687	cell_type_cancer	NLRP7
DOID:0050687	cell_type_cancer	IGF2R
DOID:0050687	cell_type_cancer	AXIN1
DOID:0050687	cell_type_cancer	CDC73
DOID:0050687	cell_type_cancer	PIK3CA
DOID:0050687	cell_type_cancer	NRAS
DOID:0050687	cell_type_cancer	SLC49A4
DOID:0050687	cell_type_cancer	RB1
DOID:0050687	cell_type_cancer	BCL10
DOID:0050687	cell_type_cancer	HNF1B
DOID:0050687	cell_type_cancer	HNF1A
DOID:0050687	cell_type_cancer	TFE3
DOID:0050687	cell_type_cancer	NDUFA13
DOID:0050687	cell_type_cancer	RNF139
DOID:0050687	cell_type_cancer	CHEK2
DOID:0050687	cell_type_cancer	WT1
DOID:0050687	cell_type_cancer	DICER1
DOID:0050687	cell_type_cancer	ING1
DOID:0050687	cell_type_cancer	KRAS
DOID:0050687	cell_type_cancer	TP53
DOID:0050687	cell_type_cancer	VHL
DOID:0050687	cell_type_cancer	PRCC
DOID:0050687	cell_type_cancer	CASP8
DOID:0050687	cell_type_cancer	MET
DOID:0050687	cell_type_cancer	APC
DOID:0050687	cell_type_cancer	MINPP1
DOID:0050700	cardiomyopathy	KCNE2
DOID:0050700	cardiomyopathy	BAG3
DOID:0050700	cardiomyopathy	KCNE1
DOID:0050700	cardiomyopathy	DMD
DOID:0050700	cardiomyopathy	ACTC1
DOID:0050700	cardiomyopathy	PRKAG2
DOID:0050700	cardiomyopathy	CRYAB
DOID:0050700	cardiomyopathy	JPH2
DOID:0050700	cardiomyopathy	ALG10B
DOID:0050700	cardiomyopathy	MYL2
DOID:0050700	cardiomyopathy	TNNC1
DOID:0050700	cardiomyopathy	FKTN
DOID:0050700	cardiomyopathy	RAF1
DOID:0050700	cardiomyopathy	CAV3
DOID:0050700	cardiomyopathy	TNNT2
DOID:0050700	cardiomyopathy	MYH6
DOID:0050700	cardiomyopathy	MYH7
DOID:0050700	cardiomyopathy	CALM1
DOID:0050700	cardiomyopathy	PSEN2
DOID:0050700	cardiomyopathy	PSEN1
DOID:0050700	cardiomyopathy	RYR2
DOID:0050700	cardiomyopathy	DSC2
DOID:0050700	cardiomyopathy	TPM1
DOID:0050700	cardiomyopathy	JUP
DOID:0050700	cardiomyopathy	MYPN
DOID:0050700	cardiomyopathy	TTN
DOID:0050700	cardiomyopathy	DSG2
DOID:0050700	cardiomyopathy	EYA4
DOID:0050700	cardiomyopathy	SCN4B
DOID:0050700	cardiomyopathy	TNNI3
DOID:0050700	cardiomyopathy	SNTA1
DOID:0050700	cardiomyopathy	DES
DOID:0050700	cardiomyopathy	LAMA4
DOID:0050700	cardiomyopathy	KCNJ2
DOID:0050700	cardiomyopathy	VCL
DOID:0050700	cardiomyopathy	MYLK2
DOID:0050700	cardiomyopathy	DSP
DOID:0050700	cardiomyopathy	KCNQ1
DOID:0050700	cardiomyopathy	LDB3
DOID:0050700	cardiomyopathy	MYOZ2
DOID:0050700	cardiomyopathy	DTNA
DOID:0050700	cardiomyopathy	CALM2
DOID:0050700	cardiomyopathy	LMNA
DOID:0050700	cardiomyopathy	MYL3
DOID:0050700	cardiomyopathy	NEXN
DOID:0050700	cardiomyopathy	TCAP
DOID:0050700	cardiomyopathy	ACTN2
DOID:0050700	cardiomyopathy	SCN5A
DOID:0050700	cardiomyopathy	GATAD1
DOID:0050700	cardiomyopathy	KCNJ5
DOID:0050700	cardiomyopathy	KCNH2
DOID:0050700	cardiomyopathy	SGCD
DOID:0050700	cardiomyopathy	AKAP9
DOID:0050700	cardiomyopathy	MYBPC3
DOID:0050700	cardiomyopathy	ABCC9
DOID:0050700	cardiomyopathy	RBM20
DOID:0050700	cardiomyopathy	SDHA
DOID:0050700	cardiomyopathy	PLN
DOID:0050700	cardiomyopathy	CSRP3
DOID:0050700	cardiomyopathy	FLNC
DOID:0050700	cardiomyopathy	TGFB3
DOID:0050700	cardiomyopathy	TMEM43
DOID:0050700	cardiomyopathy	PKP2
DOID:0050701	electroclinical_syndrome	AARS1
DOID:0050701	electroclinical_syndrome	KCTD7
DOID:0050701	electroclinical_syndrome	KCNC1
DOID:0050701	electroclinical_syndrome	SZT2
DOID:0050701	electroclinical_syndrome	SPTAN1
DOID:0050701	electroclinical_syndrome	EEF1A2
DOID:0050701	electroclinical_syndrome	CNPY3
DOID:0050701	electroclinical_syndrome	DOCK7
DOID:0050701	electroclinical_syndrome	SCN9A
DOID:0050701	electroclinical_syndrome	FRRS1L
DOID:0050701	electroclinical_syndrome	DNM1
DOID:0050701	electroclinical_syndrome	MDH2
DOID:0050701	electroclinical_syndrome	EFHC1
DOID:0050701	electroclinical_syndrome	NECAP1
DOID:0050701	electroclinical_syndrome	GABBR2
DOID:0050701	electroclinical_syndrome	KCNA2
DOID:0050701	electroclinical_syndrome	KCNB1
DOID:0050701	electroclinical_syndrome	CAD
DOID:0050701	electroclinical_syndrome	PRICKLE1
DOID:0050701	electroclinical_syndrome	NHLRC1
DOID:0050701	electroclinical_syndrome	AP3B2
DOID:0050701	electroclinical_syndrome	SIK1
DOID:0050701	electroclinical_syndrome	UBA5
DOID:0050701	electroclinical_syndrome	CERS1
DOID:0050701	electroclinical_syndrome	CDKL5
DOID:0050701	electroclinical_syndrome	CACNA1A
DOID:0050701	electroclinical_syndrome	ARHGEF9
DOID:0050701	electroclinical_syndrome	CYFIP2
DOID:0050701	electroclinical_syndrome	HNRNPU
DOID:0050701	electroclinical_syndrome	NTRK2
DOID:0050701	electroclinical_syndrome	SLC25A12
DOID:0050701	electroclinical_syndrome	SLC12A5
DOID:0050701	electroclinical_syndrome	SCN2A
DOID:0050701	electroclinical_syndrome	GRIN2A
DOID:0050701	electroclinical_syndrome	SYNJ1
DOID:0050701	electroclinical_syndrome	TBC1D24
DOID:0050701	electroclinical_syndrome	GNAO1
DOID:0050701	electroclinical_syndrome	FGF12
DOID:0050701	electroclinical_syndrome	ALG13
DOID:0050701	electroclinical_syndrome	YWHAG
DOID:0050701	electroclinical_syndrome	STXBP1
DOID:0050701	electroclinical_syndrome	ST3GAL3
DOID:0050701	electroclinical_syndrome	PLCB1
DOID:0050701	electroclinical_syndrome	EPM2A
DOID:0050701	electroclinical_syndrome	PNKP
DOID:0050701	electroclinical_syndrome	CSTB
DOID:0050701	electroclinical_syndrome	KCNQ2
DOID:0050701	electroclinical_syndrome	WWOX
DOID:0050701	electroclinical_syndrome	SCN8A
DOID:0050701	electroclinical_syndrome	SLC13A5
DOID:0050701	electroclinical_syndrome	KCNQ3
DOID:0050701	electroclinical_syndrome	PIGP
DOID:0050701	electroclinical_syndrome	CPLX1
DOID:0050701	electroclinical_syndrome	DENND5A
DOID:0050701	electroclinical_syndrome	ADAM22
DOID:0050701	electroclinical_syndrome	GABRB1
DOID:0050701	electroclinical_syndrome	GABRB2
DOID:0050701	electroclinical_syndrome	GABRB3
DOID:0050701	electroclinical_syndrome	GABRA1
DOID:0050701	electroclinical_syndrome	PACS2
DOID:0050701	electroclinical_syndrome	LMNB2
DOID:0050701	electroclinical_syndrome	SLC25A22
DOID:0050701	electroclinical_syndrome	GRIN2B
DOID:0050701	electroclinical_syndrome	HCN1
DOID:0050701	electroclinical_syndrome	ARX
DOID:0050701	electroclinical_syndrome	SCARB2
DOID:0050701	electroclinical_syndrome	GUF1
DOID:0050701	electroclinical_syndrome	PRRT2
DOID:0050701	electroclinical_syndrome	KCNT1
DOID:0050701	electroclinical_syndrome	CILK1
DOID:0050701	electroclinical_syndrome	ITPA
DOID:0050701	electroclinical_syndrome	KCNT2
DOID:0050701	electroclinical_syndrome	SCN1B
DOID:0050701	electroclinical_syndrome	GRIN2D
DOID:0050701	electroclinical_syndrome	SCN1A
DOID:0050701	electroclinical_syndrome	GOSR2
DOID:0050701	electroclinical_syndrome	PPP3CA
DOID:0050701	electroclinical_syndrome	ARV1
DOID:0050701	electroclinical_syndrome	PCDH19
DOID:0050701	electroclinical_syndrome	PRDM8
DOID:0050701	electroclinical_syndrome	SCN3A
DOID:0050701	electroclinical_syndrome	SLC1A2
DOID:0050702	neonatal_period_electroclinical_syndrome	AARS1
DOID:0050702	neonatal_period_electroclinical_syndrome	NECAP1
DOID:0050702	neonatal_period_electroclinical_syndrome	SZT2
DOID:0050702	neonatal_period_electroclinical_syndrome	GNAO1
DOID:0050702	neonatal_period_electroclinical_syndrome	EEF1A2
DOID:0050702	neonatal_period_electroclinical_syndrome	CNPY3
DOID:0050702	neonatal_period_electroclinical_syndrome	DOCK7
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN9A
DOID:0050702	neonatal_period_electroclinical_syndrome	FRRS1L
DOID:0050702	neonatal_period_electroclinical_syndrome	DNM1
DOID:0050702	neonatal_period_electroclinical_syndrome	MDH2
DOID:0050702	neonatal_period_electroclinical_syndrome	GABBR2
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNA2
DOID:0050702	neonatal_period_electroclinical_syndrome	ARV1
DOID:0050702	neonatal_period_electroclinical_syndrome	CAD
DOID:0050702	neonatal_period_electroclinical_syndrome	GRIN2B
DOID:0050702	neonatal_period_electroclinical_syndrome	AP3B2
DOID:0050702	neonatal_period_electroclinical_syndrome	SIK1
DOID:0050702	neonatal_period_electroclinical_syndrome	ARX
DOID:0050702	neonatal_period_electroclinical_syndrome	UBA5
DOID:0050702	neonatal_period_electroclinical_syndrome	GUF1
DOID:0050702	neonatal_period_electroclinical_syndrome	CDKL5
DOID:0050702	neonatal_period_electroclinical_syndrome	CACNA1A
DOID:0050702	neonatal_period_electroclinical_syndrome	CYFIP2
DOID:0050702	neonatal_period_electroclinical_syndrome	HNRNPU
DOID:0050702	neonatal_period_electroclinical_syndrome	NTRK2
DOID:0050702	neonatal_period_electroclinical_syndrome	SLC25A12
DOID:0050702	neonatal_period_electroclinical_syndrome	SLC12A5
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN2A
DOID:0050702	neonatal_period_electroclinical_syndrome	SYNJ1
DOID:0050702	neonatal_period_electroclinical_syndrome	TBC1D24
DOID:0050702	neonatal_period_electroclinical_syndrome	FGF12
DOID:0050702	neonatal_period_electroclinical_syndrome	ALG13
DOID:0050702	neonatal_period_electroclinical_syndrome	YWHAG
DOID:0050702	neonatal_period_electroclinical_syndrome	STXBP1
DOID:0050702	neonatal_period_electroclinical_syndrome	ST3GAL3
DOID:0050702	neonatal_period_electroclinical_syndrome	PLCB1
DOID:0050702	neonatal_period_electroclinical_syndrome	PNKP
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNQ2
DOID:0050702	neonatal_period_electroclinical_syndrome	WWOX
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN8A
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNQ3
DOID:0050702	neonatal_period_electroclinical_syndrome	SLC13A5
DOID:0050702	neonatal_period_electroclinical_syndrome	PIGP
DOID:0050702	neonatal_period_electroclinical_syndrome	CPLX1
DOID:0050702	neonatal_period_electroclinical_syndrome	DENND5A
DOID:0050702	neonatal_period_electroclinical_syndrome	ADAM22
DOID:0050702	neonatal_period_electroclinical_syndrome	GABRB1
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNB1
DOID:0050702	neonatal_period_electroclinical_syndrome	GABRB3
DOID:0050702	neonatal_period_electroclinical_syndrome	GABRA1
DOID:0050702	neonatal_period_electroclinical_syndrome	PACS2
DOID:0050702	neonatal_period_electroclinical_syndrome	SLC25A22
DOID:0050702	neonatal_period_electroclinical_syndrome	SPTAN1
DOID:0050702	neonatal_period_electroclinical_syndrome	ARHGEF9
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNT1
DOID:0050702	neonatal_period_electroclinical_syndrome	HCN1
DOID:0050702	neonatal_period_electroclinical_syndrome	ITPA
DOID:0050702	neonatal_period_electroclinical_syndrome	KCNT2
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN1B
DOID:0050702	neonatal_period_electroclinical_syndrome	GRIN2D
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN1A
DOID:0050702	neonatal_period_electroclinical_syndrome	PCDH19
DOID:0050702	neonatal_period_electroclinical_syndrome	SCN3A
DOID:0050702	neonatal_period_electroclinical_syndrome	SLC1A2
DOID:0050709	early_infantile_epileptic_encephalopathy	NECAP1
DOID:0050709	early_infantile_epileptic_encephalopathy	PLCB1
DOID:0050709	early_infantile_epileptic_encephalopathy	GNAO1
DOID:0050709	early_infantile_epileptic_encephalopathy	EEF1A2
DOID:0050709	early_infantile_epileptic_encephalopathy	ADAM22
DOID:0050709	early_infantile_epileptic_encephalopathy	DOCK7
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN9A
DOID:0050709	early_infantile_epileptic_encephalopathy	FRRS1L
DOID:0050709	early_infantile_epileptic_encephalopathy	DNM1
DOID:0050709	early_infantile_epileptic_encephalopathy	MDH2
DOID:0050709	early_infantile_epileptic_encephalopathy	GABBR2
DOID:0050709	early_infantile_epileptic_encephalopathy	GABRA1
DOID:0050709	early_infantile_epileptic_encephalopathy	SLC25A12
DOID:0050709	early_infantile_epileptic_encephalopathy	CAD
DOID:0050709	early_infantile_epileptic_encephalopathy	KCNT1
DOID:0050709	early_infantile_epileptic_encephalopathy	AP3B2
DOID:0050709	early_infantile_epileptic_encephalopathy	SIK1
DOID:0050709	early_infantile_epileptic_encephalopathy	ARX
DOID:0050709	early_infantile_epileptic_encephalopathy	UBA5
DOID:0050709	early_infantile_epileptic_encephalopathy	GUF1
DOID:0050709	early_infantile_epileptic_encephalopathy	CDKL5
DOID:0050709	early_infantile_epileptic_encephalopathy	CACNA1A
DOID:0050709	early_infantile_epileptic_encephalopathy	CYFIP2
DOID:0050709	early_infantile_epileptic_encephalopathy	HNRNPU
DOID:0050709	early_infantile_epileptic_encephalopathy	NTRK2
DOID:0050709	early_infantile_epileptic_encephalopathy	SLC12A5
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN2A
DOID:0050709	early_infantile_epileptic_encephalopathy	CNPY3
DOID:0050709	early_infantile_epileptic_encephalopathy	TBC1D24
DOID:0050709	early_infantile_epileptic_encephalopathy	FGF12
DOID:0050709	early_infantile_epileptic_encephalopathy	ALG13
DOID:0050709	early_infantile_epileptic_encephalopathy	YWHAG
DOID:0050709	early_infantile_epileptic_encephalopathy	STXBP1
DOID:0050709	early_infantile_epileptic_encephalopathy	ST3GAL3
DOID:0050709	early_infantile_epileptic_encephalopathy	SZT2
DOID:0050709	early_infantile_epileptic_encephalopathy	PNKP
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN8A
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN1A
DOID:0050709	early_infantile_epileptic_encephalopathy	KCNQ2
DOID:0050709	early_infantile_epileptic_encephalopathy	SLC13A5
DOID:0050709	early_infantile_epileptic_encephalopathy	PIGP
DOID:0050709	early_infantile_epileptic_encephalopathy	CPLX1
DOID:0050709	early_infantile_epileptic_encephalopathy	KCNA2
DOID:0050709	early_infantile_epileptic_encephalopathy	DENND5A
DOID:0050709	early_infantile_epileptic_encephalopathy	AARS1
DOID:0050709	early_infantile_epileptic_encephalopathy	GABRB1
DOID:0050709	early_infantile_epileptic_encephalopathy	KCNB1
DOID:0050709	early_infantile_epileptic_encephalopathy	GABRB3
DOID:0050709	early_infantile_epileptic_encephalopathy	SYNJ1
DOID:0050709	early_infantile_epileptic_encephalopathy	PACS2
DOID:0050709	early_infantile_epileptic_encephalopathy	SLC25A22
DOID:0050709	early_infantile_epileptic_encephalopathy	SPTAN1
DOID:0050709	early_infantile_epileptic_encephalopathy	ARHGEF9
DOID:0050709	early_infantile_epileptic_encephalopathy	GRIN2B
DOID:0050709	early_infantile_epileptic_encephalopathy	HCN1
DOID:0050709	early_infantile_epileptic_encephalopathy	ITPA
DOID:0050709	early_infantile_epileptic_encephalopathy	KCNT2
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN1B
DOID:0050709	early_infantile_epileptic_encephalopathy	GRIN2D
DOID:0050709	early_infantile_epileptic_encephalopathy	WWOX
DOID:0050709	early_infantile_epileptic_encephalopathy	ARV1
DOID:0050709	early_infantile_epileptic_encephalopathy	PCDH19
DOID:0050709	early_infantile_epileptic_encephalopathy	SCN3A
DOID:0050709	early_infantile_epileptic_encephalopathy	SLC1A2
DOID:0050735	x_linked_monogenic_disease	NYX
DOID:0050735	x_linked_monogenic_disease	TBX22
DOID:0050735	x_linked_monogenic_disease	NDP
DOID:0050735	x_linked_monogenic_disease	DLG3
DOID:0050735	x_linked_monogenic_disease	NR0B1
DOID:0050735	x_linked_monogenic_disease	CACNA1F
DOID:0050735	x_linked_monogenic_disease	ATP6AP2
DOID:0050735	x_linked_monogenic_disease	ABCD1
DOID:0050735	x_linked_monogenic_disease	OFD1
DOID:0050735	x_linked_monogenic_disease	HUWE1
DOID:0050735	x_linked_monogenic_disease	LAS1L
DOID:0050735	x_linked_monogenic_disease	TEX11
DOID:0050735	x_linked_monogenic_disease	CLCN5
DOID:0050735	x_linked_monogenic_disease	CLCN4
DOID:0050735	x_linked_monogenic_disease	RPL10
DOID:0050735	x_linked_monogenic_disease	TSPAN7
DOID:0050735	x_linked_monogenic_disease	TRAPPC2
DOID:0050735	x_linked_monogenic_disease	PQBP1
DOID:0050735	x_linked_monogenic_disease	ACSL4
DOID:0050735	x_linked_monogenic_disease	SYP
DOID:0050735	x_linked_monogenic_disease	PAK3
DOID:0050735	x_linked_monogenic_disease	FOXP3
DOID:0050735	x_linked_monogenic_disease	HSD17B10
DOID:0050735	x_linked_monogenic_disease	DMD
DOID:0050735	x_linked_monogenic_disease	EMD
DOID:0050735	x_linked_monogenic_disease	GRIA3
DOID:0050735	x_linked_monogenic_disease	L1CAM
DOID:0050735	x_linked_monogenic_disease	SPECC1L
DOID:0050735	x_linked_monogenic_disease	MAGT1
DOID:0050735	x_linked_monogenic_disease	IQSEC2
DOID:0050735	x_linked_monogenic_disease	ATP7A
DOID:0050735	x_linked_monogenic_disease	AMELX
DOID:0050735	x_linked_monogenic_disease	SLC9A6
DOID:0050735	x_linked_monogenic_disease	WDR45
DOID:0050735	x_linked_monogenic_disease	NONO
DOID:0050735	x_linked_monogenic_disease	FTSJ1
DOID:0050735	x_linked_monogenic_disease	SLC35A2
DOID:0050735	x_linked_monogenic_disease	SMC1A
DOID:0050735	x_linked_monogenic_disease	PHKA1
DOID:0050735	x_linked_monogenic_disease	PHKA2
DOID:0050735	x_linked_monogenic_disease	COL4A5
DOID:0050735	x_linked_monogenic_disease	PHEX
DOID:0050735	x_linked_monogenic_disease	RPS6KA3
DOID:0050735	x_linked_monogenic_disease	TAF1
DOID:0050735	x_linked_monogenic_disease	ZDHHC9
DOID:0050735	x_linked_monogenic_disease	MAOA
DOID:0050735	x_linked_monogenic_disease	GPC3
DOID:0050735	x_linked_monogenic_disease	PHF8
DOID:0050735	x_linked_monogenic_disease	PHF6
DOID:0050735	x_linked_monogenic_disease	FLNA
DOID:0050735	x_linked_monogenic_disease	AIFM1
DOID:0050735	x_linked_monogenic_disease	BTK
DOID:0050735	x_linked_monogenic_disease	EFNB1
DOID:0050735	x_linked_monogenic_disease	CD40LG
DOID:0050735	x_linked_monogenic_disease	KDM5C
DOID:0050735	x_linked_monogenic_disease	HDAC8
DOID:0050735	x_linked_monogenic_disease	SH2D1A
DOID:0050735	x_linked_monogenic_disease	SMS
DOID:0050735	x_linked_monogenic_disease	XIAP
DOID:0050735	x_linked_monogenic_disease	TAZ
DOID:0050735	x_linked_monogenic_disease	BMP15
DOID:0050735	x_linked_monogenic_disease	OPN1MW
DOID:0050735	x_linked_monogenic_disease	PLP1
DOID:0050735	x_linked_monogenic_disease	GDI1
DOID:0050735	x_linked_monogenic_disease	ARX
DOID:0050735	x_linked_monogenic_disease	HPRT1
DOID:0050735	x_linked_monogenic_disease	CASK
DOID:0050735	x_linked_monogenic_disease	CNKSR2
DOID:0050735	x_linked_monogenic_disease	ALAS2
DOID:0050735	x_linked_monogenic_disease	FHL1
DOID:0050735	x_linked_monogenic_disease	FANCB
DOID:0050735	x_linked_monogenic_disease	BRWD3
DOID:0050735	x_linked_monogenic_disease	IGBP1
DOID:0050735	x_linked_monogenic_disease	CLIC2
DOID:0050735	x_linked_monogenic_disease	MECP2
DOID:0050735	x_linked_monogenic_disease	CHRDL1
DOID:0050735	x_linked_monogenic_disease	LAMP2
DOID:0050735	x_linked_monogenic_disease	OPN1LW
DOID:0050735	x_linked_monogenic_disease	ATRX
DOID:0050735	x_linked_monogenic_disease	ALG13
DOID:0050735	x_linked_monogenic_disease	WAS
DOID:0050735	x_linked_monogenic_disease	PORCN
DOID:0050735	x_linked_monogenic_disease	NAA10
DOID:0050735	x_linked_monogenic_disease	IL2RG
DOID:0050735	x_linked_monogenic_disease	F9
DOID:0050735	x_linked_monogenic_disease	UBE2A
DOID:0050735	x_linked_monogenic_disease	OCRL
DOID:0050735	x_linked_monogenic_disease	IL1RAPL1
DOID:0050735	x_linked_monogenic_disease	RAB39B
DOID:0050735	x_linked_monogenic_disease	CCDC22
DOID:0050735	x_linked_monogenic_disease	IGSF1
DOID:0050735	x_linked_monogenic_disease	USP9X
DOID:0050735	x_linked_monogenic_disease	AP1S2
DOID:0050735	x_linked_monogenic_disease	FMR1
DOID:0050735	x_linked_monogenic_disease	NEXMIF
DOID:0050735	x_linked_monogenic_disease	EIF2S3
DOID:0050735	x_linked_monogenic_disease	MID1
DOID:0050735	x_linked_monogenic_disease	PRPS1
DOID:0050735	x_linked_monogenic_disease	GJB1
DOID:0050735	x_linked_monogenic_disease	OPHN1
DOID:0050735	x_linked_monogenic_disease	KIF4A
DOID:0050735	x_linked_monogenic_disease	RS1
DOID:0050735	x_linked_monogenic_disease	MED12
DOID:0050735	x_linked_monogenic_disease	ABCB7
DOID:0050735	x_linked_monogenic_disease	ANOS1
DOID:0050735	x_linked_monogenic_disease	NHS
DOID:0050735	x_linked_monogenic_disease	EBP
DOID:0050735	x_linked_monogenic_disease	PIGA
DOID:0050735	x_linked_monogenic_disease	RP2
DOID:0050735	x_linked_monogenic_disease	CYBB
DOID:0050735	x_linked_monogenic_disease	AR
DOID:0050735	x_linked_monogenic_disease	VMA21
DOID:0050735	x_linked_monogenic_disease	STS
DOID:0050735	x_linked_monogenic_disease	ZC4H2
DOID:0050735	x_linked_monogenic_disease	ARSL
DOID:0050735	x_linked_monogenic_disease	OGT
DOID:0050735	x_linked_monogenic_disease	SLC16A2
DOID:0050735	x_linked_monogenic_disease	ZNF711
DOID:0050735	x_linked_monogenic_disease	RBMX
DOID:0050735	x_linked_monogenic_disease	UPF3B
DOID:0050735	x_linked_monogenic_disease	PDK3
DOID:0050735	x_linked_monogenic_disease	CUL4B
DOID:0050735	x_linked_monogenic_disease	SSR4
DOID:0050735	x_linked_monogenic_disease	DKC1
DOID:0050736	autosomal_dominant_disease	TREX1
DOID:0050736	autosomal_dominant_disease	HSPA9
DOID:0050736	autosomal_dominant_disease	POLG2
DOID:0050736	autosomal_dominant_disease	PRPF8
DOID:0050736	autosomal_dominant_disease	HBA2
DOID:0050736	autosomal_dominant_disease	JPH1
DOID:0050736	autosomal_dominant_disease	SEMA4A
DOID:0050736	autosomal_dominant_disease	LEMD3
DOID:0050736	autosomal_dominant_disease	TWNK
DOID:0050736	autosomal_dominant_disease	CNGB3
DOID:0050736	autosomal_dominant_disease	SPR
DOID:0050736	autosomal_dominant_disease	SPTLC2
DOID:0050736	autosomal_dominant_disease	SPTLC1
DOID:0050736	autosomal_dominant_disease	SCN4A
DOID:0050736	autosomal_dominant_disease	GRIN1
DOID:0050736	autosomal_dominant_disease	SCN4B
DOID:0050736	autosomal_dominant_disease	NIPA1
DOID:0050736	autosomal_dominant_disease	MTMR14
DOID:0050736	autosomal_dominant_disease	GDF2
DOID:0050736	autosomal_dominant_disease	NPR2
DOID:0050736	autosomal_dominant_disease	TCOF1
DOID:0050736	autosomal_dominant_disease	DIAPH1
DOID:0050736	autosomal_dominant_disease	OPN1SW
DOID:0050736	autosomal_dominant_disease	DIAPH3
DOID:0050736	autosomal_dominant_disease	IFNG
DOID:0050736	autosomal_dominant_disease	CRB1
DOID:0050736	autosomal_dominant_disease	CAMK2A
DOID:0050736	autosomal_dominant_disease	CAMK2B
DOID:0050736	autosomal_dominant_disease	PPP2R2B
DOID:0050736	autosomal_dominant_disease	OPA3
DOID:0050736	autosomal_dominant_disease	OPA1
DOID:0050736	autosomal_dominant_disease	OSBPL2
DOID:0050736	autosomal_dominant_disease	ZFYVE27
DOID:0050736	autosomal_dominant_disease	GATA4
DOID:0050736	autosomal_dominant_disease	SNAP25
DOID:0050736	autosomal_dominant_disease	RAX2
DOID:0050736	autosomal_dominant_disease	LRP4
DOID:0050736	autosomal_dominant_disease	DUSP6
DOID:0050736	autosomal_dominant_disease	TUBB4A
DOID:0050736	autosomal_dominant_disease	LITAF
DOID:0050736	autosomal_dominant_disease	AKAP9
DOID:0050736	autosomal_dominant_disease	FUS
DOID:0050736	autosomal_dominant_disease	PTEN
DOID:0050736	autosomal_dominant_disease	CTCF
DOID:0050736	autosomal_dominant_disease	ATP2A2
DOID:0050736	autosomal_dominant_disease	MMP13
DOID:0050736	autosomal_dominant_disease	ANO5
DOID:0050736	autosomal_dominant_disease	EVC
DOID:0050736	autosomal_dominant_disease	RIT1
DOID:0050736	autosomal_dominant_disease	ANO3
DOID:0050736	autosomal_dominant_disease	POLR1A
DOID:0050736	autosomal_dominant_disease	POLR1C
DOID:0050736	autosomal_dominant_disease	POLR1D
DOID:0050736	autosomal_dominant_disease	SETBP1
DOID:0050736	autosomal_dominant_disease	COL3A1
DOID:0050736	autosomal_dominant_disease	EDNRB
DOID:0050736	autosomal_dominant_disease	PRRT2
DOID:0050736	autosomal_dominant_disease	UFSP2
DOID:0050736	autosomal_dominant_disease	SOX18
DOID:0050736	autosomal_dominant_disease	TNNT2
DOID:0050736	autosomal_dominant_disease	CYP11A1
DOID:0050736	autosomal_dominant_disease	SOX10
DOID:0050736	autosomal_dominant_disease	SOX11
DOID:0050736	autosomal_dominant_disease	EFTUD2
DOID:0050736	autosomal_dominant_disease	JAK2
DOID:0050736	autosomal_dominant_disease	TTN
DOID:0050736	autosomal_dominant_disease	NF1
DOID:0050736	autosomal_dominant_disease	TBC1D24
DOID:0050736	autosomal_dominant_disease	GDF6
DOID:0050736	autosomal_dominant_disease	GRM1
DOID:0050736	autosomal_dominant_disease	TECTA
